"RF","tree_id","dataset"
6,1,"independent"
6,2,"independent"
6,3,"independent"
2,4,"independent"
8,5,"independent"
4,6,"independent"
8,7,"independent"
6,8,"independent"
4,9,"independent"
6,10,"independent"
6,11,"independent"
6,12,"independent"
4,13,"independent"
2,14,"independent"
6,15,"independent"
6,16,"independent"
2,17,"independent"
0,18,"independent"
4,19,"independent"
10,20,"independent"
12,21,"independent"
4,22,"independent"
6,23,"independent"
8,24,"independent"
2,25,"independent"
6,26,"independent"
0,27,"independent"
6,28,"independent"
6,29,"independent"
4,30,"independent"
6,31,"independent"
4,32,"independent"
8,33,"independent"
4,34,"independent"
8,35,"independent"
8,36,"independent"
4,37,"independent"
6,38,"independent"
6,39,"independent"
4,40,"independent"
4,41,"independent"
4,42,"independent"
6,43,"independent"
4,44,"independent"
4,45,"independent"
6,46,"independent"
4,47,"independent"
4,48,"independent"
4,49,"independent"
2,50,"independent"
6,51,"independent"
4,52,"independent"
6,53,"independent"
6,54,"independent"
4,55,"independent"
8,56,"independent"
2,57,"independent"
6,58,"independent"
6,59,"independent"
8,60,"independent"
4,61,"independent"
8,62,"independent"
2,63,"independent"
6,64,"independent"
8,65,"independent"
2,66,"independent"
6,67,"independent"
4,68,"independent"
2,69,"independent"
4,70,"independent"
6,71,"independent"
6,72,"independent"
8,73,"independent"
6,74,"independent"
4,75,"independent"
6,76,"independent"
4,77,"independent"
4,78,"independent"
4,79,"independent"
6,80,"independent"
6,81,"independent"
10,82,"independent"
4,83,"independent"
4,84,"independent"
6,85,"independent"
4,86,"independent"
8,87,"independent"
2,88,"independent"
6,89,"independent"
2,90,"independent"
6,91,"independent"
8,92,"independent"
4,93,"independent"
6,94,"independent"
4,95,"independent"
4,96,"independent"
4,97,"independent"
6,98,"independent"
6,99,"independent"
4,100,"independent"
2,101,"independent"
2,102,"independent"
8,103,"independent"
8,104,"independent"
4,105,"independent"
2,106,"independent"
6,107,"independent"
10,108,"independent"
4,109,"independent"
2,110,"independent"
6,111,"independent"
4,112,"independent"
4,113,"independent"
4,114,"independent"
6,115,"independent"
8,116,"independent"
10,117,"independent"
4,118,"independent"
6,119,"independent"
10,120,"independent"
4,121,"independent"
4,122,"independent"
8,123,"independent"
2,124,"independent"
2,125,"independent"
4,126,"independent"
6,127,"independent"
8,128,"independent"
2,129,"independent"
8,130,"independent"
6,131,"independent"
6,132,"independent"
6,133,"independent"
4,134,"independent"
6,135,"independent"
8,136,"independent"
10,137,"independent"
6,138,"independent"
8,139,"independent"
6,140,"independent"
4,141,"independent"
6,142,"independent"
2,143,"independent"
6,144,"independent"
4,145,"independent"
4,146,"independent"
2,147,"independent"
4,148,"independent"
6,149,"independent"
2,150,"independent"
2,151,"independent"
4,152,"independent"
0,153,"independent"
6,154,"independent"
8,155,"independent"
4,156,"independent"
4,157,"independent"
4,158,"independent"
4,159,"independent"
4,160,"independent"
8,161,"independent"
6,162,"independent"
6,163,"independent"
2,164,"independent"
6,165,"independent"
4,166,"independent"
6,167,"independent"
8,168,"independent"
4,169,"independent"
6,170,"independent"
2,171,"independent"
8,172,"independent"
6,173,"independent"
8,174,"independent"
10,175,"independent"
6,176,"independent"
4,177,"independent"
2,178,"independent"
6,179,"independent"
6,180,"independent"
10,181,"independent"
4,182,"independent"
10,183,"independent"
4,184,"independent"
4,185,"independent"
6,186,"independent"
6,187,"independent"
4,188,"independent"
10,189,"independent"
6,190,"independent"
2,191,"independent"
4,192,"independent"
4,193,"independent"
0,194,"independent"
6,195,"independent"
2,196,"independent"
10,197,"independent"
6,198,"independent"
6,199,"independent"
6,200,"independent"
4,201,"independent"
6,202,"independent"
6,203,"independent"
6,204,"independent"
8,205,"independent"
8,206,"independent"
